iter	Logloss
186	0.2455425774
187	0.2454309062
188	0.2453454613
189	0.2452116735
190	0.2448200712
191	0.2446796481
192	0.2444520151
193	0.2440621663
194	0.2438888576
195	0.2435543912
196	0.2433397327
197	0.243291639
198	0.2432651836
199	0.2432507933
200	0.2430731578
201	0.2430596765
202	0.2428818617
203	0.2428104942
204	0.2426767614
205	0.2426564189
206	0.2426493286
207	0.2424217084
208	0.2423663707
209	0.2423498008
210	0.2421933176
211	0.2420951606
212	0.2420901321
213	0.2419298616
214	0.2418021102
215	0.2417771887
216	0.2417477147
217	0.2414307522
218	0.2412719274
219	0.2410820664
220	0.2409501101
221	0.240779279
222	0.240645772
223	0.2406095357
224	0.2404473723
225	0.2403187353
226	0.2401001856
227	0.2398894631
228	0.239792179
229	0.239404379
230	0.239260171
231	0.2390856666
232	0.2388088791
233	0.2387563899
234	0.2385118381
235	0.2384989604
236	0.2382761366
237	0.2380354243
238	0.2378789305
239	0.2376339037
240	0.2375501503
241	0.2375088262
242	0.2374427407
243	0.2373502087
244	0.2371467037
245	0.2370995609
246	0.2369657191
247	0.2366981103
248	0.2366390491
249	0.2364671494
250	0.2364022608
251	0.2363452016
252	0.2360946562
253	0.2358413731
254	0.2358236094
255	0.2358115318
256	0.2357433739
257	0.2357282411
258	0.2356566748
259	0.2355075906
260	0.2353961078
261	0.2353461542
262	0.2352669003
263	0.2351020471
264	0.2349931279
265	0.2348912688
266	0.2347656482
267	0.2347547373
268	0.2347145567
269	0.234453422
270	0.2344495529
271	0.2344406885
272	0.2343735749
273	0.2341797123
274	0.2341279393
275	0.2341061278
276	0.2339365412
277	0.2339153354
278	0.2338277254
279	0.2337444285
280	0.2337344686
281	0.2337270516
282	0.2335367549
283	0.2332164827
284	0.2332079745
285	0.2332016699
286	0.2330937838
287	0.2329943472
288	0.2329484415
289	0.2329133606
290	0.232846
291	0.2328250503
292	0.2327089034
293	0.2326327615
294	0.2325469986
295	0.2324115535
296	0.2323586387
297	0.2321693501
298	0.232148843
299	0.2321440501
300	0.2321230123
301	0.2320083867
302	0.2318468301
303	0.231691032
304	0.2316801894
305	0.2315632614
306	0.231460151
307	0.231454254
308	0.2313698823
309	0.2311798008
310	0.2310760807
311	0.2309405573
312	0.2308440385
313	0.2308136797
314	0.2308006263
315	0.2305549395
316	0.2304675501
317	0.2304046293
318	0.2302908597
319	0.2302825776
320	0.2301340963
321	0.2299947686
322	0.2298708334
323	0.2298336104
324	0.2296851522
325	0.2296042374
326	0.2295931366
327	0.2295192967
328	0.229438594
329	0.2293534626
330	0.2291847241
331	0.228971797
332	0.2288862749
333	0.2287335313
334	0.2287205356
335	0.2286258891
336	0.2284229174
337	0.2282730944
338	0.2281823936
339	0.2280339352
340	0.2280248658
341	0.2280174495
342	0.2279861147
343	0.2278390247
344	0.2275008807
345	0.227349371
346	0.2272999037
347	0.2272410484
348	0.2271287088
349	0.2270794818
350	0.2270366131
351	0.2269011308
352	0.2268999161
353	0.2267084528
354	0.2267040746
355	0.2266135815
356	0.2264762352
357	0.226347476
358	0.2261714237
359	0.2260419612
360	0.2260245968
361	0.2260067449
362	0.2259686609
363	0.225847693
364	0.2258197508
365	0.225688479
366	0.2253485959
367	0.2251182592
368	0.2250920112
369	0.224941645
370	0.2247048157
371	0.2245130771
372	0.2244285391
373	0.2242065002
374	0.2241939017
375	0.2240850013
376	0.2238517324
377	0.2237216285
378	0.2235150227
379	0.2235094865
380	0.223247778
381	0.2232165221
382	0.2229026293
383	0.2228066931
384	0.222712727
385	0.2225571962
386	0.2224003507
387	0.2223893258
388	0.2222127162
389	0.2220202108
390	0.2219826694
391	0.2219615476
392	0.2219187307
393	0.2219154738
394	0.2217692282
395	0.2217377682
396	0.2216226943
397	0.2216159377
398	0.221590286
399	0.2215730606
400	0.2215445323
401	0.2215063138
402	0.221294615
403	0.2212898852
404	0.2212632697
405	0.2212581702
406	0.2212015059
407	0.22115718
408	0.2210174973
409	0.2208627452
410	0.2207083679
411	0.2204913285
412	0.2204839134
413	0.2204141985
414	0.2203102785
415	0.220147448
416	0.2199942995
417	0.2199491055
418	0.2198594634
419	0.2198402331
420	0.2198307713
421	0.219816848
422	0.2197564525
423	0.2197163442
424	0.2196601192
425	0.2195677349
426	0.2193522458
427	0.219252748
428	0.2190987923
429	0.2190332998
430	0.2189690708
431	0.2188389387
432	0.2188308708
433	0.218766022
434	0.2187321337
435	0.2186115279
436	0.2185851145
437	0.2184555956
438	0.218361353
439	0.2183075901
440	0.2180903783
441	0.2180824699
442	0.2179557769
443	0.2176948322
444	0.2174678174
445	0.2173649737
446	0.2172091673
447	0.2170602332
448	0.2169657021
449	0.2169340254
450	0.2168445966
451	0.2166500847
452	0.2166402789
453	0.2166121129
454	0.2163323558
455	0.216152668
456	0.2161381219
457	0.2159660611
458	0.2158281674
459	0.2157971267
460	0.2156399348
461	0.2154973872
462	0.2154390473
463	0.2153376408
464	0.2151385905
465	0.2150888311
466	0.2150014864
467	0.214958148
468	0.2148704274
469	0.2148703623
470	0.2148418739
471	0.2147025248
472	0.2145682906
473	0.21428716
474	0.2141048931
475	0.2140548921
476	0.2138814594
477	0.2136869666
478	0.2136288201
479	0.2135432867
480	0.2134119389
481	0.2133896869
482	0.2132715755
483	0.2128422216
484	0.2127940449
485	0.2127396235
486	0.2126380323
487	0.2125240279
488	0.2123907194
489	0.2120867266
490	0.212073122
491	0.2118937432
492	0.2116738133
493	0.2115888211
494	0.2115668803
495	0.2115066235
496	0.2114992631
497	0.2114695513
498	0.2113881626
499	0.2113621761
500	0.2112367126
501	0.2112152934
502	0.2112112876
503	0.2109375631
504	0.2107762259
505	0.2107126011
506	0.2106766133
507	0.2106564814
508	0.2105672045
509	0.2105321276
510	0.2104059852
511	0.2102310736
512	0.2100678866
513	0.2099042536
514	0.2097253528
515	0.2095205039
516	0.2093803512
517	0.2092270668
518	0.2091422808
519	0.209104371
520	0.2089741269
521	0.2088621304
522	0.2088035251
523	0.2087014592
524	0.2086198154
525	0.2085191873
526	0.2083255439
527	0.2082875609
528	0.2082113143
529	0.2081683362
530	0.2080686039
531	0.2080280822
532	0.2079341808
533	0.2077301108
534	0.2077171877
535	0.207691702
536	0.2076142697
537	0.2075205697
538	0.2073441001
539	0.2072687529
540	0.2070926827
541	0.2070032801
542	0.2069482748
543	0.2067588661
544	0.2067473463
545	0.2066975956
546	0.2064443433
547	0.2063947349
548	0.2062039826
549	0.2061960733
550	0.2061077939
551	0.2059769038
552	0.2058924403
553	0.2058523187
554	0.2057837696
555	0.2056092843
556	0.205441856
557	0.2053582687
558	0.2053320545
559	0.2052215715
560	0.2050352681
561	0.2050287392
562	0.2048046802
563	0.2047606862
564	0.2046073603
565	0.20448227
566	0.2043272653
567	0.204171101
568	0.2040420373
569	0.2039762325
570	0.2039475968
571	0.2038634056
572	0.2038351037
573	0.2036976333
574	0.2036690459
575	0.2035643414
576	0.2035618554
577	0.2035154512
578	0.2035001131
579	0.2034519066
580	0.2033913088
581	0.2032400241
582	0.2030436328
583	0.2030236611
584	0.2028891263
585	0.2028700361
586	0.2027464292
587	0.2026333517
588	0.2024709068
589	0.202360847
590	0.202295602
591	0.2021633475
592	0.202150478
593	0.2020864585
594	0.2019787258
595	0.2018062668
596	0.2017744514
597	0.2017449497
598	0.201473988
599	0.2013385048
600	0.2012565096
601	0.2012223926
602	0.2011048374
603	0.2010605903
604	0.2010456596
605	0.2008884692
606	0.2007363815
607	0.2006208845
608	0.2005391261
609	0.2004526402
610	0.2003903518
611	0.2002019044
612	0.1999102645
613	0.1998835459
614	0.1997948847
615	0.1996705636
616	0.1995046906
617	0.1994488173
618	0.199401971
619	0.1992647438
620	0.1991354403
621	0.1991297229
622	0.1989815197
623	0.1987857301
624	0.198679842
625	0.1985109578
626	0.1982932004
627	0.1981989941
628	0.1981467737
629	0.1981316112
630	0.1980994412
631	0.1979254958
632	0.1977536748
633	0.1976649187
634	0.1975569808
635	0.1974977156
636	0.1973275212
637	0.1972285385
638	0.196983226
639	0.1968870665
640	0.1967198004
641	0.1967057804
642	0.1965282861
643	0.1964696165
644	0.1963148158
645	0.1960949348
646	0.1959872415
647	0.1958985372
648	0.1958466828
649	0.1957764634
650	0.1957338829
651	0.1957270192
652	0.195661079
653	0.1956267799
654	0.1956132264
655	0.1953872428
656	0.1953318866
657	0.1952355075
658	0.1952215108
659	0.1951306849
660	0.1950715788
661	0.1950021896
662	0.1949919999
663	0.1949139749
664	0.1948388198
665	0.1947242287
666	0.1946527041
667	0.1945840083
668	0.1945006717
669	0.1944786011
670	0.1943407326
671	0.1943042079
672	0.1942954594
673	0.1942952582
674	0.1941526117
675	0.1940203569
676	0.1937634072
677	0.1937413908
678	0.1936626154
679	0.1935289319
680	0.1934244438
681	0.1933416759
682	0.1932271232
683	0.1932138747
684	0.1930013455
685	0.1929790368
686	0.1928917942
687	0.1927645143
688	0.1926700324
689	0.1926285947
690	0.192580739
691	0.1925075136
692	0.1924690518
693	0.1924448088
694	0.1922654217
695	0.1921375854
696	0.1920887834
697	0.1920595399
698	0.1919267497
699	0.1918505649
700	0.1918114977
701	0.1916708817
702	0.1916319455
703	0.191594922
704	0.191508958
705	0.1913549953
706	0.1913106029
707	0.1911841539
708	0.1910514481
709	0.1910172065
710	0.1909719
711	0.1909225376
712	0.1908560922
713	0.1908408053
714	0.1907334799
715	0.1907287576
716	0.1906144341
717	0.1904816252
718	0.1902959117
719	0.190119987
720	0.1900962206
721	0.1900656332
722	0.1900546271
723	0.1899139506
724	0.1898743975
725	0.1897122177
726	0.1895887484
727	0.1894545655
728	0.1894484235
729	0.1893925935
730	0.1893346334
731	0.1892946511
732	0.1891291007
733	0.1889774097
734	0.1889342184
735	0.1889095184
736	0.188819518
737	0.1886191722
738	0.1886039766
739	0.1884657244
740	0.188447752
741	0.1884225129
742	0.1883460832
743	0.1882018957
744	0.1881213189
745	0.1880953169
746	0.1880855422
747	0.1879906636
748	0.1879264651
749	0.1878224366
750	0.1877675866
751	0.18768315
752	0.1876735388
753	0.1876648886
754	0.1876197382
755	0.1875175783
756	0.1874171117
757	0.187281441
758	0.1871594947
759	0.1871274288
760	0.1870389471
761	0.1869433522
762	0.1868143325
763	0.1867165095
764	0.1864867324
765	0.1864280434
766	0.1864114097
767	0.1864061761
768	0.1863774941
769	0.1863006975
770	0.1862080727
771	0.1860918194
772	0.1860196857
773	0.1860138821
774	0.1859780251
775	0.1858881669
776	0.1858234755
777	0.1856159535
778	0.1853143075
779	0.1852720968
780	0.1852388408
781	0.1850500894
782	0.1850032401
783	0.1849239607
784	0.1849190587
785	0.1848536282
786	0.1847505741
787	0.184681818
788	0.1846698842
789	0.184556943
790	0.1844569743
791	0.1843923901
792	0.1841495541
793	0.1841267392
794	0.1839283325
795	0.1839137686
796	0.1837768839
797	0.1837400864
798	0.1837164399
799	0.183646044
800	0.1835901734
801	0.1834876571
802	0.1834867624
803	0.1833977266
804	0.1833771279
805	0.1833550094
806	0.1833375047
807	0.183261479
808	0.1830743914
809	0.1829621148
810	0.1829461958
811	0.1828573823
812	0.1828096724
813	0.1827883823
814	0.1826758092
815	0.1825579621
816	0.1824217611
817	0.1823345578
818	0.1822889067
819	0.1821143857
820	0.1820480092
821	0.181990496
822	0.1819483309
823	0.1818688271
824	0.1818030161
825	0.1816861459
826	0.1815811295
827	0.1815635121
828	0.1812876677
829	0.1811272976
830	0.1808940936
831	0.1806773426
832	0.1806292119
833	0.1805369912
834	0.1805064221
835	0.1804353755
836	0.1803394339
837	0.1803122802
838	0.180064933
839	0.1800432515
840	0.1799661095
841	0.1797940268
842	0.179781786
843	0.1797716869
844	0.1797526923
845	0.179734169
846	0.1797307527
847	0.179666097
848	0.1795939553
849	0.1795938112
850	0.1795383092
851	0.1795005081
852	0.1794244453
853	0.1793748873
854	0.1792800096
855	0.1792216185
856	0.1792173664
857	0.1791883322
858	0.1791744777
859	0.1791005511
860	0.1790775711
861	0.1790652525
862	0.1790226462
863	0.1789813112
864	0.1789113614
865	0.1788792853
866	0.1788667437
867	0.1788103245
868	0.1787613261
869	0.1787200372
870	0.178651675
871	0.1786196028
872	0.1784993838
873	0.17844283
874	0.1784244823
875	0.178421992
876	0.1783939485
877	0.1783578334
878	0.1783190359
879	0.1782690274
880	0.1781908018
881	0.1781702732
882	0.1781171106
883	0.1781129849
884	0.1780688781
885	0.1780407663
886	0.1778944081
887	0.1778448204
888	0.1776523875
889	0.17763614
890	0.1776270486
891	0.177601783
892	0.1774943814
893	0.1773821204
894	0.1773362452
895	0.1772358897
896	0.177217896
897	0.1771161354
898	0.1771151415
899	0.1769858328
900	0.1768824108
901	0.1767870286
902	0.1766152856
903	0.1765905539
904	0.1765640529
905	0.1765230404
906	0.1765146058
907	0.1764877925
908	0.1763757973
909	0.1763161046
910	0.1762406066
911	0.1761422085
912	0.1760952813
913	0.1760791732
914	0.1760364435
915	0.1759982001
916	0.1758867549
917	0.1758630629
918	0.1758455748
919	0.1756919142
920	0.1756323996
921	0.1755945241
922	0.1755293735
923	0.1754609428
924	0.1754542623
925	0.1754092005
926	0.175322252
927	0.175208878
928	0.1751120243
929	0.1751066108
930	0.1750743488
931	0.1750091398
932	0.1749958984
933	0.1748814684
934	0.1747842263
935	0.1747642963
936	0.17459815
937	0.1745874676
938	0.174537754
939	0.1744528801
940	0.1744089442
941	0.1743911929
942	0.1743467285
943	0.1742616263
944	0.1741891197
945	0.1740013536
946	0.1739813695
947	0.1737837532
948	0.1737444595
949	0.173683698
950	0.1736502246
951	0.1735777186
952	0.1734980201
953	0.1734779257
954	0.1733486284
955	0.1732146774
956	0.1731927126
957	0.1731462038
958	0.1730988886
959	0.1730927116
960	0.1729508076
961	0.1729276945
962	0.1728948901
963	0.1728876554
964	0.1728093014
965	0.172727495
966	0.17259734
967	0.1724636451
968	0.1724570347
969	0.1724058496
970	0.1723960844
971	0.1723003378
972	0.1721964694
973	0.1721656136
974	0.1720590414
975	0.1719623754
976	0.1718870382
977	0.171885285
978	0.171876469
979	0.1718340419
980	0.1717375827
981	0.1716729819
982	0.1716083188
983	0.1715465303
984	0.171495659
985	0.1714807667
986	0.1714323666
987	0.1714273182
988	0.1713319525
989	0.1712912157
990	0.1712703127
991	0.1711793437
992	0.1711550477
993	0.1710943706
994	0.1710307972
995	0.1709482413
996	0.1709269975
997	0.1707727875
998	0.1707366016
999	0.1706784043
